t,node 1 (Volt),node 2 (Volt),node 0 (Volt),V(R1) (Volt),V(W1) (Volt),V(V1) (Volt),V(C1) (Volt),I(R1) (Amp),I(W1) (Amp),I(V1) (Amp),I(C1) (Amp)
2.182000,2.500000,2.435678,-2.500000,0.064322,2.500000,2.500000,4.935678,0.000006,-0.000006,-0.000006,0.000006
2.184000,2.500000,2.435934,-2.500000,0.064066,2.500000,2.500000,4.935934,0.000006,-0.000006,-0.000006,0.000006
2.186000,2.500000,2.436189,-2.500000,0.063811,2.500000,2.500000,4.936189,0.000006,-0.000006,-0.000006,0.000006
2.188000,2.500000,2.436444,-2.500000,0.063556,2.500000,2.500000,4.936444,0.000006,-0.000006,-0.000006,0.000006
2.190000,2.500000,2.436697,-2.500000,0.063303,2.500000,2.500000,4.936697,0.000006,-0.000006,-0.000006,0.000006
2.192000,2.500000,2.436949,-2.500000,0.063051,2.500000,2.500000,4.936949,0.000006,-0.000006,-0.000006,0.000006
2.194000,2.500000,2.437200,-2.500000,0.062800,2.500000,2.500000,4.937200,0.000006,-0.000006,-0.000006,0.000006
2.196000,2.500000,2.437450,-2.500000,0.062550,2.500000,2.500000,4.937450,0.000006,-0.000006,-0.000006,0.000006
2.198000,2.500000,2.437700,-2.500000,0.062300,2.500000,2.500000,4.937700,0.000006,-0.000006,-0.000006,0.000006
2.200000,2.500000,2.437948,-2.500000,0.062052,2.500000,2.500000,4.937948,0.000006,-0.000006,-0.000006,0.000006
2.202000,2.500000,2.438195,-2.500000,0.061805,2.500000,2.500000,4.938195,0.000006,-0.000006,-0.000006,0.000006
2.204000,2.500000,2.438441,-2.500000,0.061559,2.500000,2.500000,4.938441,0.000006,-0.000006,-0.000006,0.000006
2.206000,2.500000,2.438687,-2.500000,0.061313,2.500000,2.500000,4.938687,0.000006,-0.000006,-0.000006,0.000006
2.208000,2.500000,2.438931,-2.500000,0.061069,2.500000,2.500000,4.938931,0.000006,-0.000006,-0.000006,0.000006
2.210000,2.500000,2.439174,-2.500000,0.060826,2.500000,2.500000,4.939174,0.000006,-0.000006,-0.000006,0.000006
2.212000,2.500000,2.439416,-2.500000,0.060584,2.500000,2.500000,4.939416,0.000006,-0.000006,-0.000006,0.000006
2.214000,2.500000,2.439658,-2.500000,0.060342,2.500000,2.500000,4.939658,0.000006,-0.000006,-0.000006,0.000006
2.216000,2.500000,2.439898,-2.500000,0.060102,2.500000,2.500000,4.939898,0.000006,-0.000006,-0.000006,0.000006
2.218000,2.500000,2.440138,-2.500000,0.059862,2.500000,2.500000,4.940138,0.000006,-0.000006,-0.000006,0.000006
2.220000,2.500000,2.440376,-2.500000,0.059624,2.500000,2.500000,4.940376,0.000006,-0.000006,-0.000006,0.000006
2.222000,2.500000,2.440614,-2.500000,0.059386,2.500000,2.500000,4.940614,0.000006,-0.000006,-0.000006,0.000006
2.224000,2.500000,2.440850,-2.500000,0.059150,2.500000,2.500000,4.940850,0.000006,-0.000006,-0.000006,0.000006
2.226000,2.500000,2.441086,-2.500000,0.058914,2.500000,2.500000,4.941086,0.000006,-0.000006,-0.000006,0.000006
2.228000,2.500000,2.441321,-2.500000,0.058679,2.500000,2.500000,4.941321,0.000006,-0.000006,-0.000006,0.000006
2.230000,2.500000,2.441554,-2.500000,0.058446,2.500000,2.500000,4.941554,0.000006,-0.000006,-0.000006,0.000006
2.232000,2.500000,2.441787,-2.500000,0.058213,2.500000,2.500000,4.941787,0.000006,-0.000006,-0.000006,0.000006
2.234000,2.500000,2.442019,-2.500000,0.057981,2.500000,2.500000,4.942019,0.000006,-0.000006,-0.000006,0.000006
2.236000,2.500000,2.442250,-2.500000,0.057750,2.500000,2.500000,4.942250,0.000006,-0.000006,-0.000006,0.000006
2.238000,2.500000,2.442480,-2.500000,0.057520,2.500000,2.500000,4.942480,0.000006,-0.000006,-0.000006,0.000006
2.240000,2.500000,2.442709,-2.500000,0.057291,2.500000,2.500000,4.942709,0.000006,-0.000006,-0.000006,0.000006
2.242000,2.500000,2.442938,-2.500000,0.057062,2.500000,2.500000,4.942938,0.000006,-0.000006,-0.000006,0.000006
2.244000,2.500000,2.443165,-2.500000,0.056835,2.500000,2.500000,4.943165,0.000006,-0.000006,-0.000006,0.000006
2.246000,2.500000,2.443391,-2.500000,0.056609,2.500000,2.500000,4.943391,0.000006,-0.000006,-0.000006,0.000006
2.248000,2.500000,2.443617,-2.500000,0.056383,2.500000,2.500000,4.943617,0.000006,-0.000006,-0.000006,0.000006
2.250000,2.500000,2.443842,-2.500000,0.056158,2.500000,2.500000,4.943842,0.000006,-0.000006,-0.000006,0.000006
2.252000,2.500000,2.444065,-2.500000,0.055935,2.500000,2.500000,4.944065,0.000006,-0.000006,-0.000006,0.000006
2.254000,2.500000,2.444288,-2.500000,0.055712,2.500000,2.500000,4.944288,0.000006,-0.000006,-0.000006,0.000006
2.256000,2.500000,2.444510,-2.500000,0.055490,2.500000,2.500000,4.944510,0.000006,-0.000006,-0.000006,0.000006
2.258000,2.500000,2.444731,-2.500000,0.055269,2.500000,2.500000,4.944731,0.000006,-0.000006,-0.000006,0.000006
2.260000,2.500000,2.444951,-2.500000,0.055049,2.500000,2.500000,4.944951,0.000006,-0.000006,-0.000006,0.000006
2.262000,2.500000,2.445171,-2.500000,0.054829,2.500000,2.500000,4.945171,0.000005,-0.000005,-0.000005,0.000005
2.264000,2.500000,2.445389,-2.500000,0.054611,2.500000,2.500000,4.945389,0.000005,-0.000005,-0.000005,0.000005
2.266000,2.500000,2.445607,-2.500000,0.054393,2.500000,2.500000,4.945607,0.000005,-0.000005,-0.000005,0.000005
2.268000,2.500000,2.445824,-2.500000,0.054176,2.500000,2.500000,4.945824,0.000005,-0.000005,-0.000005,0.000005
2.270000,2.500000,2.446039,-2.500000,0.053961,2.500000,2.500000,4.946039,0.000005,-0.000005,-0.000005,0.000005
2.272000,2.500000,2.446254,-2.500000,0.053746,2.500000,2.500000,4.946254,0.000005,-0.000005,-0.000005,0.000005
2.274000,2.500000,2.446468,-2.500000,0.053532,2.500000,2.500000,4.946468,0.000005,-0.000005,-0.000005,0.000005
2.276000,2.500000,2.446682,-2.500000,0.053318,2.500000,2.500000,4.946682,0.000005,-0.000005,-0.000005,0.000005
2.278000,2.500000,2.446894,-2.500000,0.053106,2.500000,2.500000,4.946894,0.000005,-0.000005,-0.000005,0.000005
2.280000,2.500000,2.447106,-2.500000,0.052894,2.500000,2.500000,4.947106,0.000005,-0.000005,-0.000005,0.000005
2.282000,2.500000,2.447316,-2.500000,0.052684,2.500000,2.500000,4.947316,0.000005,-0.000005,-0.000005,0.000005
2.284000,2.500000,2.447526,-2.500000,0.052474,2.500000,2.500000,4.947526,0.000005,-0.000005,-0.000005,0.000005
2.286000,2.500000,2.447735,-2.500000,0.052265,2.500000,2.500000,4.947735,0.000005,-0.000005,-0.000005,0.000005
2.288000,2.500000,2.447944,-2.500000,0.052056,2.500000,2.500000,4.947944,0.000005,-0.000005,-0.000005,0.000005
2.290000,2.500000,2.448151,-2.500000,0.051849,2.500000,2.500000,4.948151,0.000005,-0.000005,-0.000005,0.000005
2.292000,2.500000,2.448358,-2.500000,0.051642,2.500000,2.500000,4.948358,0.000005,-0.000005,-0.000005,0.000005
2.294000,2.500000,2.448563,-2.500000,0.051437,2.500000,2.500000,4.948563,0.000005,-0.000005,-0.000005,0.000005
2.296000,2.500000,2.448768,-2.500000,0.051232,2.500000,2.500000,4.948768,0.000005,-0.000005,-0.000005,0.000005
2.298000,2.500000,2.448972,-2.500000,0.051028,2.500000,2.500000,4.948972,0.000005,-0.000005,-0.000005,0.000005
2.300000,2.500000,2.449176,-2.500000,0.050824,2.500000,2.500000,4.949176,0.000005,-0.000005,-0.000005,0.000005
2.302000,2.500000,2.449378,-2.500000,0.050622,2.500000,2.500000,4.949378,0.000005,-0.000005,-0.000005,0.000005
2.304000,2.500000,2.449580,-2.500000,0.050420,2.500000,2.500000,4.949580,0.000005,-0.000005,-0.000005,0.000005
2.306000,2.500000,2.449781,-2.500000,0.050219,2.500000,2.500000,4.949781,0.000005,-0.000005,-0.000005,0.000005
2.308000,2.500000,2.449981,-2.500000,0.050019,2.500000,2.500000,4.949981,0.000005,-0.000005,-0.000005,0.000005
2.310000,2.500000,2.450180,-2.500000,0.049820,2.500000,2.500000,4.950180,0.000005,-0.000005,-0.000005,0.000005
2.312000,2.500000,2.450379,-2.500000,0.049621,2.500000,2.500000,4.950379,0.000005,-0.000005,-0.000005,0.000005
2.314000,2.500000,2.450576,-2.500000,0.049424,2.500000,2.500000,4.950576,0.000005,-0.000005,-0.000005,0.000005
2.316000,2.500000,2.450773,-2.500000,0.049227,2.500000,2.500000,4.950773,0.000005,-0.000005,-0.000005,0.000005
2.318000,2.500000,2.450969,-2.500000,0.049031,2.500000,2.500000,4.950969,0.000005,-0.000005,-0.000005,0.000005
2.320000,2.500000,2.451165,-2.500000,0.048835,2.500000,2.500000,4.951165,0.000005,-0.000005,-0.000005,0.000005
2.322000,2.500000,2.451359,-2.500000,0.048641,2.500000,2.500000,4.951359,0.000005,-0.000005,-0.000005,0.000005
2.324000,2.500000,2.451553,-2.500000,0.048447,2.500000,2.500000,4.951553,0.000005,-0.000005,-0.000005,0.000005
2.326000,2.500000,2.451746,-2.500000,0.048254,2.500000,2.500000,4.951746,0.000005,-0.000005,-0.000005,0.000005
2.328000,2.500000,2.451938,-2.500000,0.048062,2.500000,2.500000,4.951938,0.000005,-0.000005,-0.000005,0.000005
2.330000,2.500000,2.452130,-2.500000,0.047870,2.500000,2.500000,4.952130,0.000005,-0.000005,-0.000005,0.000005
2.332000,2.500000,2.452320,-2.500000,0.047680,2.500000,2.500000,4.952320,0.000005,-0.000005,-0.000005,0.000005
2.334000,2.500000,2.452510,-2.500000,0.047490,2.500000,2.500000,4.952510,0.000005,-0.000005,-0.000005,0.000005
2.336000,2.500000,2.452700,-2.500000,0.047300,2.500000,2.500000,4.952700,0.000005,-0.000005,-0.000005,0.000005
2.338000,2.500000,2.452888,-2.500000,0.047112,2.500000,2.500000,4.952888,0.000005,-0.000005,-0.000005,0.000005
2.340000,2.500000,2.453076,-2.500000,0.046924,2.500000,2.500000,4.953076,0.000005,-0.000005,-0.000005,0.000005
2.342000,2.500000,2.453263,-2.500000,0.046737,2.500000,2.500000,4.953263,0.000005,-0.000005,-0.000005,0.000005
2.344000,2.500000,2.453449,-2.500000,0.046551,2.500000,2.500000,4.953449,0.000005,-0.000005,-0.000005,0.000005
2.346000,2.500000,2.453634,-2.500000,0.046366,2.500000,2.500000,4.953634,0.000005,-0.000005,-0.000005,0.000005
2.348000,2.500000,2.453819,-2.500000,0.046181,2.500000,2.500000,4.953819,0.000005,-0.000005,-0.000005,0.000005
2.350000,2.500000,2.454003,-2.500000,0.045997,2.500000,2.500000,4.954003,0.000005,-0.000005,-0.000005,0.000005
2.352000,2.500000,2.454186,-2.500000,0.045814,2.500000,2.500000,4.954186,0.000005,-0.000005,-0.000005,0.000005
2.354000,2.500000,2.454369,-2.500000,0.045631,2.500000,2.500000,4.954369,0.000005,-0.000005,-0.000005,0.000005
2.356000,2.500000,2.454551,-2.500000,0.045449,2.500000,2.500000,4.954551,0.000005,-0.000005,-0.000005,0.000005
2.358000,2.500000,2.454732,-2.500000,0.045268,2.500000,2.500000,4.954732,0.000005,-0.000005,-0.000005,0.000005
2.360000,2.500000,2.454912,-2.500000,0.045088,2.500000,2.500000,4.954912,0.000005,-0.000005,-0.000005,0.000005
2.362000,2.500000,2.455092,-2.500000,0.044908,2.500000,2.500000,4.955092,0.000004,-0.000004,-0.000004,0.000004
2.364000,2.500000,2.455271,-2.500000,0.044729,2.500000,2.500000,4.955271,0.000004,-0.000004,-0.000004,0.000004
2.366000,2.500000,2.455449,-2.500000,0.044551,2.500000,2.500000,4.955449,0.000004,-0.000004,-0.000004,0.000004
2.368000,2.500000,2.455626,-2.500000,0.044374,2.500000,2.500000,4.955626,0.000004,-0.000004,-0.000004,0.000004
2.370000,2.500000,2.455803,-2.500000,0.044197,2.500000,2.500000,4.955803,0.000004,-0.000004,-0.000004,0.000004
2.372000,2.500000,2.455979,-2.500000,0.044021,2.500000,2.500000,4.955979,0.000004,-0.000004,-0.000004,0.000004
2.374000,2.500000,2.456155,-2.500000,0.043845,2.500000,2.500000,4.956155,0.000004,-0.000004,-0.000004,0.000004
2.376000,2.500000,2.456329,-2.500000,0.043671,2.500000,2.500000,4.956329,0.000004,-0.000004,-0.000004,0.000004
2.378000,2.500000,2.456503,-2.500000,0.043497,2.500000,2.500000,4.956503,0.000004,-0.000004,-0.000004,0.000004
2.380000,2.500000,2.456677,-2.500000,0.043323,2.500000,2.500000,4.956677,0.000004,-0.000004,-0.000004,0.000004
2.382000,2.500000,2.456849,-2.500000,0.043151,2.500000,2.500000,4.956849,0.000004,-0.000004,-0.000004,0.000004
2.384000,2.500000,2.457021,-2.500000,0.042979,2.500000,2.500000,4.957021,0.000004,-0.000004,-0.000004,0.000004
2.386000,2.500000,2.457192,-2.500000,0.042808,2.500000,2.500000,4.957192,0.000004,-0.000004,-0.000004,0.000004
2.388000,2.500000,2.457363,-2.500000,0.042637,2.500000,2.500000,4.957363,0.000004,-0.000004,-0.000004,0.000004
2.390000,2.500000,2.457533,-2.500000,0.042467,2.500000,2.500000,4.957533,0.000004,-0.000004,-0.000004,0.000004
2.392000,2.500000,2.457702,-2.500000,0.042298,2.500000,2.500000,4.957702,0.000004,-0.000004,-0.000004,0.000004
2.394000,2.500000,2.457870,-2.500000,0.042130,2.500000,2.500000,4.957870,0.000004,-0.000004,-0.000004,0.000004
2.396000,2.500000,2.458038,-2.500000,0.041962,2.500000,2.500000,4.958038,0.000004,-0.000004,-0.000004,0.000004
2.398000,2.500000,2.458205,-2.500000,0.041795,2.500000,2.500000,4.958205,0.000004,-0.000004,-0.000004,0.000004
2.400000,2.500000,2.458372,-2.500000,0.041628,2.500000,2.500000,4.958372,0.000004,-0.000004,-0.000004,0.000004
2.402000,2.500000,2.458538,-2.500000,0.041462,2.500000,2.500000,4.958538,0.000004,-0.000004,-0.000004,0.000004
2.404000,2.500000,2.458703,-2.500000,0.041297,2.500000,2.500000,4.958703,0.000004,-0.000004,-0.000004,0.000004
2.406000,2.500000,2.458868,-2.500000,0.041132,2.500000,2.500000,4.958868,0.000004,-0.000004,-0.000004,0.000004
2.408000,2.500000,2.459031,-2.500000,0.040969,2.500000,2.500000,4.959031,0.000004,-0.000004,-0.000004,0.000004
2.410000,2.500000,2.459195,-2.500000,0.040805,2.500000,2.500000,4.959195,0.000004,-0.000004,-0.000004,0.000004
2.412000,2.500000,2.459357,-2.500000,0.040643,2.500000,2.500000,4.959357,0.000004,-0.000004,-0.000004,0.000004
2.414000,2.500000,2.459519,-2.500000,0.040481,2.500000,2.500000,4.959519,0.000004,-0.000004,-0.000004,0.000004
2.416000,2.500000,2.459680,-2.500000,0.040320,2.500000,2.500000,4.959680,0.000004,-0.000004,-0.000004,0.000004
2.418000,2.500000,2.459841,-2.500000,0.040159,2.500000,2.500000,4.959841,0.000004,-0.000004,-0.000004,0.000004
2.420000,2.500000,2.460001,-2.500000,0.039999,2.500000,2.500000,4.960001,0.000004,-0.000004,-0.000004,0.000004
2.422000,2.500000,2.460160,-2.500000,0.039840,2.500000,2.500000,4.960160,0.000004,-0.000004,-0.000004,0.000004
2.424000,2.500000,2.460319,-2.500000,0.039681,2.500000,2.500000,4.960319,0.000004,-0.000004,-0.000004,0.000004
2.426000,2.500000,2.460477,-2.500000,0.039523,2.500000,2.500000,4.960477,0.000004,-0.000004,-0.000004,0.000004
2.428000,2.500000,2.460635,-2.500000,0.039365,2.500000,2.500000,4.960635,0.000004,-0.000004,-0.000004,0.000004
2.430000,2.500000,2.460792,-2.500000,0.039208,2.500000,2.500000,4.960792,0.000004,-0.000004,-0.000004,0.000004
2.432000,2.500000,2.460948,-2.500000,0.039052,2.500000,2.500000,4.960948,0.000004,-0.000004,-0.000004,0.000004
2.434000,2.500000,2.461103,-2.500000,0.038897,2.500000,2.500000,4.961103,0.000004,-0.000004,-0.000004,0.000004
2.436000,2.500000,2.461258,-2.500000,0.038742,2.500000,2.500000,4.961258,0.000004,-0.000004,-0.000004,0.000004
2.438000,2.500000,2.461413,-2.500000,0.038587,2.500000,2.500000,4.961413,0.000004,-0.000004,-0.000004,0.000004
2.440000,2.500000,2.461566,-2.500000,0.038434,2.500000,2.500000,4.961566,0.000004,-0.000004,-0.000004,0.000004
2.442000,2.500000,2.461719,-2.500000,0.038281,2.500000,2.500000,4.961719,0.000004,-0.000004,-0.000004,0.000004
2.444000,2.500000,2.461872,-2.500000,0.038128,2.500000,2.500000,4.961872,0.000004,-0.000004,-0.000004,0.000004
2.446000,2.500000,2.462024,-2.500000,0.037976,2.500000,2.500000,4.962024,0.000004,-0.000004,-0.000004,0.000004
2.448000,2.500000,2.462175,-2.500000,0.037825,2.500000,2.500000,4.962175,0.000004,-0.000004,-0.000004,0.000004
2.450000,2.500000,2.462326,-2.500000,0.037674,2.500000,2.500000,4.962326,0.000004,-0.000004,-0.000004,0.000004
2.452000,2.500000,2.462476,-2.500000,0.037524,2.500000,2.500000,4.962476,0.000004,-0.000004,-0.000004,0.000004
2.454000,2.500000,2.462625,-2.500000,0.037375,2.500000,2.500000,4.962625,0.000004,-0.000004,-0.000004,0.000004
2.456000,2.500000,2.462774,-2.500000,0.037226,2.500000,2.500000,4.962774,0.000004,-0.000004,-0.000004,0.000004
2.458000,2.500000,2.462923,-2.500000,0.037077,2.500000,2.500000,4.962923,0.000004,-0.000004,-0.000004,0.000004
2.460000,2.500000,2.463070,-2.500000,0.036930,2.500000,2.500000,4.963070,0.000004,-0.000004,-0.000004,0.000004
2.462000,2.500000,2.463218,-2.500000,0.036782,2.500000,2.500000,4.963218,0.000004,-0.000004,-0.000004,0.000004
2.464000,2.500000,2.463364,-2.500000,0.036636,2.500000,2.500000,4.963364,0.000004,-0.000004,-0.000004,0.000004
2.466000,2.500000,2.463510,-2.500000,0.036490,2.500000,2.500000,4.963510,0.000004,-0.000004,-0.000004,0.000004
2.468000,2.500000,2.463655,-2.500000,0.036345,2.500000,2.500000,4.963655,0.000004,-0.000004,-0.000004,0.000004
2.470000,2.500000,2.463800,-2.500000,0.036200,2.500000,2.500000,4.963800,0.000004,-0.000004,-0.000004,0.000004
2.472000,2.500000,2.463944,-2.500000,0.036056,2.500000,2.500000,4.963944,0.000004,-0.000004,-0.000004,0.000004
2.474000,2.500000,2.464088,-2.500000,0.035912,2.500000,2.500000,4.964088,0.000004,-0.000004,-0.000004,0.000004
2.476000,2.500000,2.464231,-2.500000,0.035769,2.500000,2.500000,4.964231,0.000004,-0.000004,-0.000004,0.000004
2.478000,2.500000,2.464374,-2.500000,0.035626,2.500000,2.500000,4.964374,0.000004,-0.000004,-0.000004,0.000004
2.480000,2.500000,2.464516,-2.500000,0.035484,2.500000,2.500000,4.964516,0.000004,-0.000004,-0.000004,0.000004
2.482000,2.500000,2.464657,-2.500000,0.035343,2.500000,2.500000,4.964657,0.000004,-0.000004,-0.000004,0.000004
2.484000,2.500000,2.464798,-2.500000,0.035202,2.500000,2.500000,4.964798,0.000004,-0.000004,-0.000004,0.000004
2.486000,2.500000,2.464938,-2.500000,0.035062,2.500000,2.500000,4.964938,0.000004,-0.000004,-0.000004,0.000004
2.488000,2.500000,2.465078,-2.500000,0.034922,2.500000,2.500000,4.965078,0.000003,-0.000003,-0.000003,0.000003
2.490000,2.500000,2.465217,-2.500000,0.034783,2.500000,2.500000,4.965217,0.000003,-0.000003,-0.000003,0.000003
2.492000,2.500000,2.465355,-2.500000,0.034645,2.500000,2.500000,4.965355,0.000003,-0.000003,-0.000003,0.000003
2.494000,2.500000,2.465493,-2.500000,0.034507,2.500000,2.500000,4.965493,0.000003,-0.000003,-0.000003,0.000003
2.496000,2.500000,2.465631,-2.500000,0.034369,2.500000,2.500000,4.965631,0.000003,-0.000003,-0.000003,0.000003
2.498000,2.500000,2.465768,-2.500000,0.034232,2.500000,2.500000,4.965768,0.000003,-0.000003,-0.000003,0.000003
2.500000,2.500000,2.465904,-2.500000,0.034096,2.500000,2.500000,4.965904,0.000003,-0.000003,-0.000003,0.000003
2.502000,2.500000,2.466040,-2.500000,0.033960,2.500000,2.500000,4.966040,0.000003,-0.000003,-0.000003,0.000003
2.504000,2.500000,2.466175,-2.500000,0.033825,2.500000,2.500000,4.966175,0.000003,-0.000003,-0.000003,0.000003
2.506000,2.500000,2.466310,-2.500000,0.033690,2.500000,2.500000,4.966310,0.000003,-0.000003,-0.000003,0.000003
2.508000,2.500000,2.466444,-2.500000,0.033556,2.500000,2.500000,4.966444,0.000003,-0.000003,-0.000003,0.000003
2.510000,2.500000,2.466578,-2.500000,0.033422,2.500000,2.500000,4.966578,0.000003,-0.000003,-0.000003,0.000003
2.512000,2.500000,2.466711,-2.500000,0.033289,2.500000,2.500000,4.966711,0.000003,-0.000003,-0.000003,0.000003
2.514000,2.500000,2.466844,-2.500000,0.033156,2.500000,2.500000,4.966844,0.000003,-0.000003,-0.000003,0.000003
2.516000,2.500000,2.466976,-2.500000,0.033024,2.500000,2.500000,4.966976,0.000003,-0.000003,-0.000003,0.000003
2.518000,2.500000,2.467108,-2.500000,0.032892,2.500000,2.500000,4.967108,0.000003,-0.000003,-0.000003,0.000003
2.520000,2.500000,2.467239,-2.500000,0.032761,2.500000,2.500000,4.967239,0.000003,-0.000003,-0.000003,0.000003
2.522000,2.500000,2.467369,-2.500000,0.032631,2.500000,2.500000,4.967369,0.000003,-0.000003,-0.000003,0.000003
2.524000,2.500000,2.467499,-2.500000,0.032501,2.500000,2.500000,4.967499,0.000003,-0.000003,-0.000003,0.000003
2.526000,2.500000,2.467629,-2.500000,0.032371,2.500000,2.500000,4.967629,0.000003,-0.000003,-0.000003,0.000003
2.528000,2.500000,2.467758,-2.500000,0.032242,2.500000,2.500000,4.967758,0.000003,-0.000003,-0.000003,0.000003
2.530000,2.500000,2.467886,-2.500000,0.032114,2.500000,2.500000,4.967886,0.000003,-0.000003,-0.000003,0.000003
2.532000,2.500000,2.468014,-2.500000,0.031986,2.500000,2.500000,4.968014,0.000003,-0.000003,-0.000003,0.000003
2.534000,2.500000,2.468141,-2.500000,0.031859,2.500000,2.500000,4.968141,0.000003,-0.000003,-0.000003,0.000003
2.536000,2.500000,2.468268,-2.500000,0.031732,2.500000,2.500000,4.968268,0.000003,-0.000003,-0.000003,0.000003
2.538000,2.500000,2.468395,-2.500000,0.031605,2.500000,2.500000,4.968395,0.000003,-0.000003,-0.000003,0.000003
2.540000,2.500000,2.468521,-2.500000,0.031479,2.500000,2.500000,4.968521,0.000003,-0.000003,-0.000003,0.000003
2.542000,2.500000,2.468646,-2.500000,0.031354,2.500000,2.500000,4.968646,0.000003,-0.000003,-0.000003,0.000003
2.544000,2.500000,2.468771,-2.500000,0.031229,2.500000,2.500000,4.968771,0.000003,-0.000003,-0.000003,0.000003
2.546000,2.500000,2.468895,-2.500000,0.031105,2.500000,2.500000,4.968895,0.000003,-0.000003,-0.000003,0.000003
2.548000,2.500000,2.469019,-2.500000,0.030981,2.500000,2.500000,4.969019,0.000003,-0.000003,-0.000003,0.000003
2.550000,2.500000,2.469143,-2.500000,0.030857,2.500000,2.500000,4.969143,0.000003,-0.000003,-0.000003,0.000003
2.552000,2.500000,2.469266,-2.500000,0.030734,2.500000,2.500000,4.969266,0.000003,-0.000003,-0.000003,0.000003
2.554000,2.500000,2.469388,-2.500000,0.030612,2.500000,2.500000,4.969388,0.000003,-0.000003,-0.000003,0.000003
2.556000,2.500000,2.469510,-2.500000,0.030490,2.500000,2.500000,4.969510,0.000003,-0.000003,-0.000003,0.000003
2.558000,2.500000,2.469632,-2.500000,0.030368,2.500000,2.500000,4.969632,0.000003,-0.000003,-0.000003,0.000003
2.560000,2.500000,2.469753,-2.500000,0.030247,2.500000,2.500000,4.969753,0.000003,-0.000003,-0.000003,0.000003
2.562000,2.500000,2.469873,-2.500000,0.030127,2.500000,2.500000,4.969873,0.000003,-0.000003,-0.000003,0.000003
2.564000,2.500000,2.469993,-2.500000,0.030007,2.500000,2.500000,4.969993,0.000003,-0.000003,-0.000003,0.000003
2.566000,2.500000,2.470113,-2.500000,0.029887,2.500000,2.500000,4.970113,0.000003,-0.000003,-0.000003,0.000003
2.568000,2.500000,2.470232,-2.500000,0.029768,2.500000,2.500000,4.970232,0.000003,-0.000003,-0.000003,0.000003
2.570000,2.500000,2.470350,-2.500000,0.029650,2.500000,2.500000,4.970350,0.000003,-0.000003,-0.000003,0.000003
2.572000,2.500000,2.470468,-2.500000,0.029532,2.500000,2.500000,4.970468,0.000003,-0.000003,-0.000003,0.000003
2.574000,2.500000,2.470586,-2.500000,0.029414,2.500000,2.500000,4.970586,0.000003,-0.000003,-0.000003,0.000003
2.576000,2.500000,2.470703,-2.500000,0.029297,2.500000,2.500000,4.970703,0.000003,-0.000003,-0.000003,0.000003
2.578000,2.500000,2.470820,-2.500000,0.029180,2.500000,2.500000,4.970820,0.000003,-0.000003,-0.000003,0.000003
2.580000,2.500000,2.470936,-2.500000,0.029064,2.500000,2.500000,4.970936,0.000003,-0.000003,-0.000003,0.000003
2.582000,2.500000,2.471052,-2.500000,0.028948,2.500000,2.500000,4.971052,0.000003,-0.000003,-0.000003,0.000003
2.584000,2.500000,2.471167,-2.500000,0.028833,2.500000,2.500000,4.971167,0.000003,-0.000003,-0.000003,0.000003
2.586000,2.500000,2.471282,-2.500000,0.028718,2.500000,2.500000,4.971282,0.000003,-0.000003,-0.000003,0.000003
2.588000,2.500000,2.471397,-2.500000,0.028603,2.500000,2.500000,4.971397,0.000003,-0.000003,-0.000003,0.000003
2.590000,2.500000,2.471511,-2.500000,0.028489,2.500000,2.500000,4.971511,0.000003,-0.000003,-0.000003,0.000003
2.592000,2.500000,2.471624,-2.500000,0.028376,2.500000,2.500000,4.971624,0.000003,-0.000003,-0.000003,0.000003
2.594000,2.500000,2.471737,-2.500000,0.028263,2.500000,2.500000,4.971737,0.000003,-0.000003,-0.000003,0.000003
2.596000,2.500000,2.471850,-2.500000,0.028150,2.500000,2.500000,4.971850,0.000003,-0.000003,-0.000003,0.000003
2.598000,2.500000,2.471962,-2.500000,0.028038,2.500000,2.500000,4.971962,0.000003,-0.000003,-0.000003,0.000003
2.600000,2.500000,2.472074,-2.500000,0.027926,2.500000,2.500000,4.972074,0.000003,-0.000003,-0.000003,0.000003
2.602000,2.500000,2.472185,-2.500000,0.027815,2.500000,2.500000,4.972185,0.000003,-0.000003,-0.000003,0.000003
2.604000,2.500000,2.472296,-2.500000,0.027704,2.500000,2.500000,4.972296,0.000003,-0.000003,-0.000003,0.000003
2.606000,2.500000,2.472406,-2.500000,0.027594,2.500000,2.500000,4.972406,0.000003,-0.000003,-0.000003,0.000003
2.608000,2.500000,2.472516,-2.500000,0.027484,2.500000,2.500000,4.972516,0.000003,-0.000003,-0.000003,0.000003
2.610000,2.500000,2.472626,-2.500000,0.027374,2.500000,2.500000,4.972626,0.000003,-0.000003,-0.000003,0.000003
2.612000,2.500000,2.472735,-2.500000,0.027265,2.500000,2.500000,4.972735,0.000003,-0.000003,-0.000003,0.000003
2.614000,2.500000,2.472843,-2.500000,0.027157,2.500000,2.500000,4.972843,0.000003,-0.000003,-0.000003,0.000003
2.616000,2.500000,2.472951,-2.500000,0.027049,2.500000,2.500000,4.972951,0.000003,-0.000003,-0.000003,0.000003
2.618000,2.500000,2.473059,-2.500000,0.026941,2.500000,2.500000,4.973059,0.000003,-0.000003,-0.000003,0.000003
2.620000,2.500000,2.473166,-2.500000,0.026834,2.500000,2.500000,4.973166,0.000003,-0.000003,-0.000003,0.000003
