-0.010989,-0.010989,-0.010989,-0.000003,-0.010989,-0.010989,0.000000,-0.000000,0.999001,-0.999001,0.000000,0.000999,0.000999,0.000999,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.999001,0.999001,-0.000000,-0.000999,-0.000999,-0.000999,-0.000000,0.000000,-0.000000
-0.010989,-0.010989,-0.010989,-0.000003,-0.010989,-0.010989,1.000000,0.000000,0.999001,-0.999001,0.000000,0.000999,0.000999,0.000999,-0.000000,0.000000,-0.000000,-1.000000,-0.000000,-0.999001,0.999001,-0.000000,-0.000999,-0.000999,-0.000999,0.000000,-0.000000,0.000000
-0.010989,-0.010989,-0.010989,-0.000003,-0.010989,-0.010989,0.000000,-0.000000,-0.000999,-0.999001,0.000000,0.000999,0.000999,0.000999,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000999,0.999001,-0.000000,-0.000999,-0.000999,-0.000999,-0.000000,0.000000,-0.000000
-0.000003,-0.000003,-0.000003,-0.003499,-0.000003,-0.000003,-0.000000,0.000000,0.000318,-0.000318,0.000000,0.999682,-0.000318,-0.000318,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000318,0.000318,-0.000000,-0.999682,0.000318,0.000318,0.000000,-0.000000,-0.000000
-0.010989,-0.010989,-0.010989,-0.000003,-0.010989,-0.010989,0.000000,-0.000000,0.999001,-0.999001,0.000000,0.000999,0.000999,-0.999001,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.999001,0.999001,-0.000000,-0.000999,-0.000999,0.999001,-0.000000,0.000000,0.000000
-0.010989,-0.010989,-0.010989,-0.000003,-0.010989,-2.710605,-0.000000,0.000000,0.999001,-0.999001,0.000000,0.000999,0.000999,-0.998859,-0.000000,0.999858,-0.000142,0.000000,-0.000000,-0.999001,0.999001,-0.000000,-0.000999,-0.000999,0.998859,0.000000,-0.999858,0.000142
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-1.000000,-0.000000,-1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
-0.010989,-0.010989,-0.010989,-0.000003,-0.010989,-0.010989,-0.000000,0.000000,-0.000999,0.000999,0.000000,0.000999,0.000999,0.000999,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000999,0.999001,-0.000000,-0.000999,-0.000999,-0.000999,0.000000,-0.000000,0.000000
0.010989,0.010989,0.010989,0.000003,0.010989,0.010989,0.000000,-0.000000,-0.999001,0.999001,1.000000,-0.000999,-0.000999,-0.000999,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.999001,-0.999001,0.000000,0.000999,0.000999,0.000999,-0.000000,0.000000,-0.000000
0.000003,0.000003,0.000003,0.003499,0.000003,0.000003,-0.000000,0.000000,-0.000318,0.000318,-0.000000,0.000318,0.000318,0.000318,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000318,-0.000318,0.000000,0.999682,-0.000318,-0.000318,0.000000,0.000000,0.000000
0.010986,0.010986,0.010986,-0.003495,0.010986,0.010986,0.000000,-0.000000,-0.998684,0.998684,-0.000000,0.998684,0.998684,0.998684,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.998684,-0.998684,0.000000,-0.998684,0.001316,-0.998684,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-1.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,2.699616,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000142,-0.000000,0.000142,0.000142,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000142,0.000000,0.999858,-0.000142
0.000000,-0.000000,0.000000,-0.000000,0.000000,-2.699616,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.999858,0.000000,0.999858,0.999858,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.999858,-0.000000,-0.999858,0.000142
-0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,0.000002,0.000002,0.000002,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000002,-0.000002,-0.000002,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000002,0.000002,0.000002,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000002,-0.000002,-0.000002,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
0.999001,0.999001,-0.000999,0.000318,0.999001,0.999001,0.000002,0.000002,0.090794,-0.090792,-0.000003,-0.090789,-0.090789,-0.090789,-0.000000,0.000000,-0.000000,-0.000002,-0.000002,-0.090794,0.090792,0.000003,0.090789,0.090789,0.090789,0.000000,-0.000000,0.000000
-0.999001,-0.999001,-0.999001,-0.000318,-0.999001,-0.999001,0.000000,-0.000000,-0.090792,0.090792,0.000003,0.090789,0.090789,0.090789,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.090792,-0.090792,-0.000003,-0.090789,-0.090789,-0.090789,-0.000000,0.000000,-0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000003,0.000003,0.000003,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000003,-0.000003,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.000999,0.000999,0.000999,0.999682,0.000999,0.000999,0.000000,-0.000000,-0.090789,0.090789,-0.000000,0.090789,0.090789,0.090789,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.090789,-0.090789,0.000000,-0.090789,-0.090789,-0.090789,-0.000000,0.000000,-0.000000
0.000999,0.000999,0.000999,-0.000318,0.000999,0.000999,-0.000000,0.000000,-0.090789,0.090789,-0.000000,0.090789,0.090789,0.090789,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.090789,-0.090789,0.000000,-0.090789,-0.090789,-0.090789,0.000000,-0.000000,0.000000
0.000999,0.000999,0.000999,-0.000318,-0.999001,-0.998859,0.000000,-0.000000,-0.090789,0.090789,-0.000000,0.090789,0.090789,0.090842,0.000000,-0.000053,-0.000053,-0.000000,0.000000,0.090789,-0.090789,0.000000,-0.090789,-0.090789,-0.090842,-1.000000,0.000053,0.000053
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,0.999858,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000053,0.000000,0.000053,0.000053,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000053,-0.000000,-0.000053,-0.000053
-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000142,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000053,-0.000000,0.000053,0.000053,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000053,0.000000,-0.000053,-0.000053
