t,node 1 (Volt),node 2 (Volt),node 3 (Volt),V(R1) (Volt),V(W1) (Volt),V(V1) (Volt),V(C1) (Volt),I(R1) (Amp),I(W1) (Amp),I(V1) (Amp),I(C1) (Amp)
0.000000,2.500000,0.004990,2.500000,2.495010,0.000000,2.500000,0.004990,0.000250,-0.000250,-0.000250,0.000250
0.001000,0.000000,0.004980,2.500000,-0.004980,-2.500000,2.500000,0.004980,-0.000000,0.000000,0.000000,-0.000000
0.002000,5.000000,0.014950,2.500000,4.985050,2.500000,2.500000,0.014950,0.000499,-0.000499,-0.000499,0.000499
0.003000,5.000000,0.024900,2.500000,4.975100,2.500000,2.500000,0.024900,0.000498,-0.000498,-0.000498,0.000498
0.004000,5.000000,0.034831,2.500000,4.965169,2.500000,2.500000,0.034831,0.000497,-0.000497,-0.000497,0.000497
0.005000,5.000000,0.044741,2.500000,4.955259,2.500000,2.500000,0.044741,0.000496,-0.000496,-0.000496,0.000496
0.006000,5.000000,0.054632,2.500000,4.945368,2.500000,2.500000,0.054632,0.000495,-0.000495,-0.000495,0.000495
0.007000,5.000000,0.064503,2.500000,4.935497,2.500000,2.500000,0.064503,0.000494,-0.000494,-0.000494,0.000494
0.008000,5.000000,0.074354,2.500000,4.925646,2.500000,2.500000,0.074354,0.000493,-0.000493,-0.000493,0.000493
0.009000,5.000000,0.084186,2.500000,4.915814,2.500000,2.500000,0.084186,0.000492,-0.000492,-0.000492,0.000492
0.010000,5.000000,0.093998,2.500000,4.906002,2.500000,2.500000,0.093998,0.000491,-0.000491,-0.000491,0.000491
0.011000,5.000000,0.103790,2.500000,4.896210,2.500000,2.500000,0.103790,0.000490,-0.000490,-0.000490,0.000490
0.012000,5.000000,0.113563,2.500000,4.886437,2.500000,2.500000,0.113563,0.000489,-0.000489,-0.000489,0.000489
0.013000,5.000000,0.123317,2.500000,4.876683,2.500000,2.500000,0.123317,0.000488,-0.000488,-0.000488,0.000488
0.014000,5.000000,0.133050,2.500000,4.866950,2.500000,2.500000,0.133050,0.000487,-0.000487,-0.000487,0.000487
0.015000,5.000000,0.142765,2.500000,4.857235,2.500000,2.500000,0.142765,0.000486,-0.000486,-0.000486,0.000486
0.016000,5.000000,0.152460,2.500000,4.847540,2.500000,2.500000,0.152460,0.000485,-0.000485,-0.000485,0.000485
0.017000,5.000000,0.162136,2.500000,4.837864,2.500000,2.500000,0.162136,0.000484,-0.000484,-0.000484,0.000484
0.018000,5.000000,0.171792,2.500000,4.828208,2.500000,2.500000,0.171792,0.000483,-0.000483,-0.000483,0.000483
0.019000,5.000000,0.181429,2.500000,4.818571,2.500000,2.500000,0.181429,0.000482,-0.000482,-0.000482,0.000482
0.020000,5.000000,0.191047,2.500000,4.808953,2.500000,2.500000,0.191047,0.000481,-0.000481,-0.000481,0.000481
0.021000,5.000000,0.200646,2.500000,4.799354,2.500000,2.500000,0.200646,0.000480,-0.000480,-0.000480,0.000480
0.022000,5.000000,0.210225,2.500000,4.789775,2.500000,2.500000,0.210225,0.000479,-0.000479,-0.000479,0.000479
0.023000,5.000000,0.219786,2.500000,4.780214,2.500000,2.500000,0.219786,0.000478,-0.000478,-0.000478,0.000478
0.024000,5.000000,0.229327,2.500000,4.770673,2.500000,2.500000,0.229327,0.000477,-0.000477,-0.000477,0.000477
0.025000,5.000000,0.238850,2.500000,4.761150,2.500000,2.500000,0.238850,0.000476,-0.000476,-0.000476,0.000476
0.026000,5.000000,0.248353,2.500000,4.751647,2.500000,2.500000,0.248353,0.000475,-0.000475,-0.000475,0.000475
0.027000,5.000000,0.257837,2.500000,4.742163,2.500000,2.500000,0.257837,0.000474,-0.000474,-0.000474,0.000474
0.028000,5.000000,0.267303,2.500000,4.732697,2.500000,2.500000,0.267303,0.000473,-0.000473,-0.000473,0.000473
0.029000,5.000000,0.276749,2.500000,4.723251,2.500000,2.500000,0.276749,0.000472,-0.000472,-0.000472,0.000472
0.030000,5.000000,0.286177,2.500000,4.713823,2.500000,2.500000,0.286177,0.000471,-0.000471,-0.000471,0.000471
0.031000,5.000000,0.295585,2.500000,4.704415,2.500000,2.500000,0.295585,0.000470,-0.000470,-0.000470,0.000470
0.032000,5.000000,0.304976,2.500000,4.695024,2.500000,2.500000,0.304976,0.000470,-0.000470,-0.000470,0.000470
0.033000,5.000000,0.314347,2.500000,4.685653,2.500000,2.500000,0.314347,0.000469,-0.000469,-0.000469,0.000469
0.034000,5.000000,0.323699,2.500000,4.676301,2.500000,2.500000,0.323699,0.000468,-0.000468,-0.000468,0.000468
0.035000,5.000000,0.333033,2.500000,4.666967,2.500000,2.500000,0.333033,0.000467,-0.000467,-0.000467,0.000467
0.036000,5.000000,0.342349,2.500000,4.657651,2.500000,2.500000,0.342349,0.000466,-0.000466,-0.000466,0.000466
0.037000,5.000000,0.351645,2.500000,4.648355,2.500000,2.500000,0.351645,0.000465,-0.000465,-0.000465,0.000465
0.038000,5.000000,0.360924,2.500000,4.639076,2.500000,2.500000,0.360924,0.000464,-0.000464,-0.000464,0.000464
0.039000,5.000000,0.370183,2.500000,4.629817,2.500000,2.500000,0.370183,0.000463,-0.000463,-0.000463,0.000463
0.040000,5.000000,0.379424,2.500000,4.620576,2.500000,2.500000,0.379424,0.000462,-0.000462,-0.000462,0.000462
0.041000,5.000000,0.388647,2.500000,4.611353,2.500000,2.500000,0.388647,0.000461,-0.000461,-0.000461,0.000461
0.042000,5.000000,0.397851,2.500000,4.602149,2.500000,2.500000,0.397851,0.000460,-0.000460,-0.000460,0.000460
0.043000,5.000000,0.407037,2.500000,4.592963,2.500000,2.500000,0.407037,0.000459,-0.000459,-0.000459,0.000459
0.044000,5.000000,0.416205,2.500000,4.583795,2.500000,2.500000,0.416205,0.000458,-0.000458,-0.000458,0.000458
0.045000,5.000000,0.425354,2.500000,4.574646,2.500000,2.500000,0.425354,0.000457,-0.000457,-0.000457,0.000457
0.046000,5.000000,0.434485,2.500000,4.565515,2.500000,2.500000,0.434485,0.000457,-0.000457,-0.000457,0.000457
0.047000,5.000000,0.443598,2.500000,4.556402,2.500000,2.500000,0.443598,0.000456,-0.000456,-0.000456,0.000456
0.048000,5.000000,0.452693,2.500000,4.547307,2.500000,2.500000,0.452693,0.000455,-0.000455,-0.000455,0.000455
0.049000,5.000000,0.461769,2.500000,4.538231,2.500000,2.500000,0.461769,0.000454,-0.000454,-0.000454,0.000454
0.050000,5.000000,0.470827,2.500000,4.529173,2.500000,2.500000,0.470827,0.000453,-0.000453,-0.000453,0.000453
0.051000,5.000000,0.479868,2.500000,4.520132,2.500000,2.500000,0.479868,0.000452,-0.000452,-0.000452,0.000452
0.052000,5.000000,0.488890,2.500000,4.511110,2.500000,2.500000,0.488890,0.000451,-0.000451,-0.000451,0.000451
0.053000,5.000000,0.497894,2.500000,4.502106,2.500000,2.500000,0.497894,0.000450,-0.000450,-0.000450,0.000450
0.054000,5.000000,0.506880,2.500000,4.493120,2.500000,2.500000,0.506880,0.000449,-0.000449,-0.000449,0.000449
0.055000,5.000000,0.515849,2.500000,4.484151,2.500000,2.500000,0.515849,0.000448,-0.000448,-0.000448,0.000448
0.056000,5.000000,0.524799,2.500000,4.475201,2.500000,2.500000,0.524799,0.000448,-0.000448,-0.000448,0.000448
0.057000,5.000000,0.533732,2.500000,4.466268,2.500000,2.500000,0.533732,0.000447,-0.000447,-0.000447,0.000447
0.058000,5.000000,0.542646,2.500000,4.457354,2.500000,2.500000,0.542646,0.000446,-0.000446,-0.000446,0.000446
0.059000,5.000000,0.551543,2.500000,4.448457,2.500000,2.500000,0.551543,0.000445,-0.000445,-0.000445,0.000445
0.060000,5.000000,0.560422,2.500000,4.439578,2.500000,2.500000,0.560422,0.000444,-0.000444,-0.000444,0.000444
0.061000,5.000000,0.569284,2.500000,4.430716,2.500000,2.500000,0.569284,0.000443,-0.000443,-0.000443,0.000443
0.062000,5.000000,0.578128,2.500000,4.421872,2.500000,2.500000,0.578128,0.000442,-0.000442,-0.000442,0.000442
0.063000,5.000000,0.586954,2.500000,4.413046,2.500000,2.500000,0.586954,0.000441,-0.000441,-0.000441,0.000441
0.064000,5.000000,0.595762,2.500000,4.404238,2.500000,2.500000,0.595762,0.000440,-0.000440,-0.000440,0.000440
0.065000,5.000000,0.604553,2.500000,4.395447,2.500000,2.500000,0.604553,0.000440,-0.000440,-0.000440,0.000440
0.066000,5.000000,0.613326,2.500000,4.386674,2.500000,2.500000,0.613326,0.000439,-0.000439,-0.000439,0.000439
0.067000,5.000000,0.622082,2.500000,4.377918,2.500000,2.500000,0.622082,0.000438,-0.000438,-0.000438,0.000438
0.068000,5.000000,0.630821,2.500000,4.369179,2.500000,2.500000,0.630821,0.000437,-0.000437,-0.000437,0.000437
0.069000,5.000000,0.639541,2.500000,4.360459,2.500000,2.500000,0.639541,0.000436,-0.000436,-0.000436,0.000436
0.070000,5.000000,0.648245,2.500000,4.351755,2.500000,2.500000,0.648245,0.000435,-0.000435,-0.000435,0.000435
0.071000,5.000000,0.656931,2.500000,4.343069,2.500000,2.500000,0.656931,0.000434,-0.000434,-0.000434,0.000434
0.072000,5.000000,0.665600,2.500000,4.334400,2.500000,2.500000,0.665600,0.000433,-0.000433,-0.000433,0.000433
0.073000,5.000000,0.674251,2.500000,4.325749,2.500000,2.500000,0.674251,0.000433,-0.000433,-0.000433,0.000433
0.074000,5.000000,0.682886,2.500000,4.317114,2.500000,2.500000,0.682886,0.000432,-0.000432,-0.000432,0.000432
0.075000,5.000000,0.691503,2.500000,4.308497,2.500000,2.500000,0.691503,0.000431,-0.000431,-0.000431,0.000431
0.076000,5.000000,0.700102,2.500000,4.299898,2.500000,2.500000,0.700102,0.000430,-0.000430,-0.000430,0.000430
0.077000,5.000000,0.708685,2.500000,4.291315,2.500000,2.500000,0.708685,0.000429,-0.000429,-0.000429,0.000429
0.078000,5.000000,0.717251,2.500000,4.282749,2.500000,2.500000,0.717251,0.000428,-0.000428,-0.000428,0.000428
0.079000,5.000000,0.725799,2.500000,4.274201,2.500000,2.500000,0.725799,0.000427,-0.000427,-0.000427,0.000427
0.080000,5.000000,0.734330,2.500000,4.265670,2.500000,2.500000,0.734330,0.000427,-0.000427,-0.000427,0.000427
0.081000,5.000000,0.742845,2.500000,4.257155,2.500000,2.500000,0.742845,0.000426,-0.000426,-0.000426,0.000426
0.082000,5.000000,0.751342,2.500000,4.248658,2.500000,2.500000,0.751342,0.000425,-0.000425,-0.000425,0.000425
0.083000,5.000000,0.759822,2.500000,4.240178,2.500000,2.500000,0.759822,0.000424,-0.000424,-0.000424,0.000424
0.084000,5.000000,0.768286,2.500000,4.231714,2.500000,2.500000,0.768286,0.000423,-0.000423,-0.000423,0.000423
0.085000,5.000000,0.776732,2.500000,4.223268,2.500000,2.500000,0.776732,0.000422,-0.000422,-0.000422,0.000422
0.086000,5.000000,0.785162,2.500000,4.214838,2.500000,2.500000,0.785162,0.000421,-0.000421,-0.000421,0.000421
0.087000,5.000000,0.793575,2.500000,4.206425,2.500000,2.500000,0.793575,0.000421,-0.000421,-0.000421,0.000421
0.088000,5.000000,0.801971,2.500000,4.198029,2.500000,2.500000,0.801971,0.000420,-0.000420,-0.000420,0.000420
0.089000,5.000000,0.810350,2.500000,4.189650,2.500000,2.500000,0.810350,0.000419,-0.000419,-0.000419,0.000419
0.090000,5.000000,0.818713,2.500000,4.181287,2.500000,2.500000,0.818713,0.000418,-0.000418,-0.000418,0.000418
0.091000,5.000000,0.827059,2.500000,4.172941,2.500000,2.500000,0.827059,0.000417,-0.000417,-0.000417,0.000417
0.092000,5.000000,0.835388,2.500000,4.164612,2.500000,2.500000,0.835388,0.000416,-0.000416,-0.000416,0.000416
0.093000,5.000000,0.843700,2.500000,4.156300,2.500000,2.500000,0.843700,0.000416,-0.000416,-0.000416,0.000416
0.094000,5.000000,0.851996,2.500000,4.148004,2.500000,2.500000,0.851996,0.000415,-0.000415,-0.000415,0.000415
0.095000,5.000000,0.860276,2.500000,4.139724,2.500000,2.500000,0.860276,0.000414,-0.000414,-0.000414,0.000414
0.096000,5.000000,0.868539,2.500000,4.131461,2.500000,2.500000,0.868539,0.000413,-0.000413,-0.000413,0.000413
0.097000,5.000000,0.876785,2.500000,4.123215,2.500000,2.500000,0.876785,0.000412,-0.000412,-0.000412,0.000412
0.098000,5.000000,0.885015,2.500000,4.114985,2.500000,2.500000,0.885015,0.000411,-0.000411,-0.000411,0.000411
0.099000,5.000000,0.893229,2.500000,4.106771,2.500000,2.500000,0.893229,0.000411,-0.000411,-0.000411,0.000411
0.100000,5.000000,0.901426,2.500000,4.098574,2.500000,2.500000,0.901426,0.000410,-0.000410,-0.000410,0.000410
0.101000,5.000000,0.909607,2.500000,4.090393,2.500000,2.500000,0.909607,0.000409,-0.000409,-0.000409,0.000409
0.102000,5.000000,0.917771,2.500000,4.082229,2.500000,2.500000,0.917771,0.000408,-0.000408,-0.000408,0.000408
0.103000,5.000000,0.925919,2.500000,4.074081,2.500000,2.500000,0.925919,0.000407,-0.000407,-0.000407,0.000407
0.104000,5.000000,0.934051,2.500000,4.065949,2.500000,2.500000,0.934051,0.000407,-0.000407,-0.000407,0.000407
0.105000,5.000000,0.942167,2.500000,4.057833,2.500000,2.500000,0.942167,0.000406,-0.000406,-0.000406,0.000406
0.106000,5.000000,0.950266,2.500000,4.049734,2.500000,2.500000,0.950266,0.000405,-0.000405,-0.000405,0.000405
0.107000,5.000000,0.958350,2.500000,4.041650,2.500000,2.500000,0.958350,0.000404,-0.000404,-0.000404,0.000404
0.108000,5.000000,0.966417,2.500000,4.033583,2.500000,2.500000,0.966417,0.000403,-0.000403,-0.000403,0.000403
0.109000,5.000000,0.974468,2.500000,4.025532,2.500000,2.500000,0.974468,0.000403,-0.000403,-0.000403,0.000403
0.110000,5.000000,0.982503,2.500000,4.017497,2.500000,2.500000,0.982503,0.000402,-0.000402,-0.000402,0.000402
0.111000,5.000000,0.990522,2.500000,4.009478,2.500000,2.500000,0.990522,0.000401,-0.000401,-0.000401,0.000401
0.112000,5.000000,0.998525,2.500000,4.001475,2.500000,2.500000,0.998525,0.000400,-0.000400,-0.000400,0.000400
0.113000,5.000000,1.006512,2.500000,3.993488,2.500000,2.500000,1.006512,0.000399,-0.000399,-0.000399,0.000399
0.114000,5.000000,1.014483,2.500000,3.985517,2.500000,2.500000,1.014483,0.000399,-0.000399,-0.000399,0.000399
0.115000,5.000000,1.022438,2.500000,3.977562,2.500000,2.500000,1.022438,0.000398,-0.000398,-0.000398,0.000398
0.116000,5.000000,1.030377,2.500000,3.969623,2.500000,2.500000,1.030377,0.000397,-0.000397,-0.000397,0.000397
0.117000,5.000000,1.038301,2.500000,3.961699,2.500000,2.500000,1.038301,0.000396,-0.000396,-0.000396,0.000396
0.118000,5.000000,1.046208,2.500000,3.953792,2.500000,2.500000,1.046208,0.000395,-0.000395,-0.000395,0.000395
0.119000,5.000000,1.054100,2.500000,3.945900,2.500000,2.500000,1.054100,0.000395,-0.000395,-0.000395,0.000395
0.120000,5.000000,1.061976,2.500000,3.938024,2.500000,2.500000,1.061976,0.000394,-0.000394,-0.000394,0.000394
0.121000,5.000000,1.069836,2.500000,3.930164,2.500000,2.500000,1.069836,0.000393,-0.000393,-0.000393,0.000393
0.122000,5.000000,1.077681,2.500000,3.922319,2.500000,2.500000,1.077681,0.000392,-0.000392,-0.000392,0.000392
0.123000,5.000000,1.085510,2.500000,3.914490,2.500000,2.500000,1.085510,0.000391,-0.000391,-0.000391,0.000391
0.124000,5.000000,1.093323,2.500000,3.906677,2.500000,2.500000,1.093323,0.000391,-0.000391,-0.000391,0.000391
0.125000,5.000000,1.101121,2.500000,3.898879,2.500000,2.500000,1.101121,0.000390,-0.000390,-0.000390,0.000390
0.126000,5.000000,1.108903,2.500000,3.891097,2.500000,2.500000,1.108903,0.000389,-0.000389,-0.000389,0.000389
0.127000,5.000000,1.116670,2.500000,3.883330,2.500000,2.500000,1.116670,0.000388,-0.000388,-0.000388,0.000388
0.128000,5.000000,1.124421,2.500000,3.875579,2.500000,2.500000,1.124421,0.000388,-0.000388,-0.000388,0.000388
0.129000,5.000000,1.132157,2.500000,3.867843,2.500000,2.500000,1.132157,0.000387,-0.000387,-0.000387,0.000387
0.130000,5.000000,1.139877,2.500000,3.860123,2.500000,2.500000,1.139877,0.000386,-0.000386,-0.000386,0.000386
0.131000,5.000000,1.147582,2.500000,3.852418,2.500000,2.500000,1.147582,0.000385,-0.000385,-0.000385,0.000385
0.132000,5.000000,1.155271,2.500000,3.844729,2.500000,2.500000,1.155271,0.000384,-0.000384,-0.000384,0.000384
0.133000,5.000000,1.162945,2.500000,3.837055,2.500000,2.500000,1.162945,0.000384,-0.000384,-0.000384,0.000384
0.134000,5.000000,1.170604,2.500000,3.829396,2.500000,2.500000,1.170604,0.000383,-0.000383,-0.000383,0.000383
0.135000,5.000000,1.178248,2.500000,3.821752,2.500000,2.500000,1.178248,0.000382,-0.000382,-0.000382,0.000382
0.136000,5.000000,1.185876,2.500000,3.814124,2.500000,2.500000,1.185876,0.000381,-0.000381,-0.000381,0.000381
0.137000,5.000000,1.193489,2.500000,3.806511,2.500000,2.500000,1.193489,0.000381,-0.000381,-0.000381,0.000381
0.138000,5.000000,1.201087,2.500000,3.798913,2.500000,2.500000,1.201087,0.000380,-0.000380,-0.000380,0.000380
0.139000,5.000000,1.208669,2.500000,3.791331,2.500000,2.500000,1.208669,0.000379,-0.000379,-0.000379,0.000379
0.140000,5.000000,1.216237,2.500000,3.783763,2.500000,2.500000,1.216237,0.000378,-0.000378,-0.000378,0.000378
0.141000,5.000000,1.223789,2.500000,3.776211,2.500000,2.500000,1.223789,0.000378,-0.000378,-0.000378,0.000378
0.142000,5.000000,1.231327,2.500000,3.768673,2.500000,2.500000,1.231327,0.000377,-0.000377,-0.000377,0.000377
0.143000,5.000000,1.238849,2.500000,3.761151,2.500000,2.500000,1.238849,0.000376,-0.000376,-0.000376,0.000376
0.144000,5.000000,1.246356,2.500000,3.753644,2.500000,2.500000,1.246356,0.000375,-0.000375,-0.000375,0.000375
0.145000,5.000000,1.253849,2.500000,3.746151,2.500000,2.500000,1.253849,0.000375,-0.000375,-0.000375,0.000375
0.146000,5.000000,1.261326,2.500000,3.738674,2.500000,2.500000,1.261326,0.000374,-0.000374,-0.000374,0.000374
0.147000,5.000000,1.268788,2.500000,3.731212,2.500000,2.500000,1.268788,0.000373,-0.000373,-0.000373,0.000373
0.148000,5.000000,1.276236,2.500000,3.723764,2.500000,2.500000,1.276236,0.000372,-0.000372,-0.000372,0.000372
0.149000,5.000000,1.283669,2.500000,3.716331,2.500000,2.500000,1.283669,0.000372,-0.000372,-0.000372,0.000372
0.150000,5.000000,1.291086,2.500000,3.708914,2.500000,2.500000,1.291086,0.000371,-0.000371,-0.000371,0.000371
0.151000,5.000000,1.298489,2.500000,3.701511,2.500000,2.500000,1.298489,0.000370,-0.000370,-0.000370,0.000370
0.152000,5.000000,1.305878,2.500000,3.694122,2.500000,2.500000,1.305878,0.000369,-0.000369,-0.000369,0.000369
0.153000,5.000000,1.313251,2.500000,3.686749,2.500000,2.500000,1.313251,0.000369,-0.000369,-0.000369,0.000369
0.154000,5.000000,1.320610,2.500000,3.679390,2.500000,2.500000,1.320610,0.000368,-0.000368,-0.000368,0.000368
0.155000,5.000000,1.327954,2.500000,3.672046,2.500000,2.500000,1.327954,0.000367,-0.000367,-0.000367,0.000367
0.156000,5.000000,1.335283,2.500000,3.664717,2.500000,2.500000,1.335283,0.000366,-0.000366,-0.000366,0.000366
0.157000,5.000000,1.342598,2.500000,3.657402,2.500000,2.500000,1.342598,0.000366,-0.000366,-0.000366,0.000366
0.158000,5.000000,1.349898,2.500000,3.650102,2.500000,2.500000,1.349898,0.000365,-0.000365,-0.000365,0.000365
0.159000,5.000000,1.357184,2.500000,3.642816,2.500000,2.500000,1.357184,0.000364,-0.000364,-0.000364,0.000364
0.160000,5.000000,1.364455,2.500000,3.635545,2.500000,2.500000,1.364455,0.000364,-0.000364,-0.000364,0.000364
0.161000,5.000000,1.371712,2.500000,3.628288,2.500000,2.500000,1.371712,0.000363,-0.000363,-0.000363,0.000363
0.162000,5.000000,1.378954,2.500000,3.621046,2.500000,2.500000,1.378954,0.000362,-0.000362,-0.000362,0.000362
0.163000,5.000000,1.386181,2.500000,3.613819,2.500000,2.500000,1.386181,0.000361,-0.000361,-0.000361,0.000361
0.164000,5.000000,1.393395,2.500000,3.606605,2.500000,2.500000,1.393395,0.000361,-0.000361,-0.000361,0.000361
0.165000,5.000000,1.400594,2.500000,3.599406,2.500000,2.500000,1.400594,0.000360,-0.000360,-0.000360,0.000360
0.166000,5.000000,1.407778,2.500000,3.592222,2.500000,2.500000,1.407778,0.000359,-0.000359,-0.000359,0.000359
0.167000,5.000000,1.414948,2.500000,3.585052,2.500000,2.500000,1.414948,0.000359,-0.000359,-0.000359,0.000359
0.168000,5.000000,1.422104,2.500000,3.577896,2.500000,2.500000,1.422104,0.000358,-0.000358,-0.000358,0.000358
0.169000,5.000000,1.429245,2.500000,3.570755,2.500000,2.500000,1.429245,0.000357,-0.000357,-0.000357,0.000357
0.170000,5.000000,1.436373,2.500000,3.563627,2.500000,2.500000,1.436373,0.000356,-0.000356,-0.000356,0.000356
0.171000,5.000000,1.443486,2.500000,3.556514,2.500000,2.500000,1.443486,0.000356,-0.000356,-0.000356,0.000356
0.172000,5.000000,1.450584,2.500000,3.549416,2.500000,2.500000,1.450584,0.000355,-0.000355,-0.000355,0.000355
0.173000,5.000000,1.457669,2.500000,3.542331,2.500000,2.500000,1.457669,0.000354,-0.000354,-0.000354,0.000354
0.174000,5.000000,1.464740,2.500000,3.535260,2.500000,2.500000,1.464740,0.000354,-0.000354,-0.000354,0.000354
0.175000,5.000000,1.471796,2.500000,3.528204,2.500000,2.500000,1.471796,0.000353,-0.000353,-0.000353,0.000353
0.176000,5.000000,1.478838,2.500000,3.521162,2.500000,2.500000,1.478838,0.000352,-0.000352,-0.000352,0.000352
0.177000,5.000000,1.485867,2.500000,3.514133,2.500000,2.500000,1.485867,0.000351,-0.000351,-0.000351,0.000351
0.178000,5.000000,1.492881,2.500000,3.507119,2.500000,2.500000,1.492881,0.000351,-0.000351,-0.000351,0.000351
0.179000,5.000000,1.499881,2.500000,3.500119,2.500000,2.500000,1.499881,0.000350,-0.000350,-0.000350,0.000350
0.180000,5.000000,1.506867,2.500000,3.493133,2.500000,2.500000,1.506867,0.000349,-0.000349,-0.000349,0.000349
0.181000,5.000000,1.513840,2.500000,3.486160,2.500000,2.500000,1.513840,0.000349,-0.000349,-0.000349,0.000349
0.182000,5.000000,1.520798,2.500000,3.479202,2.500000,2.500000,1.520798,0.000348,-0.000348,-0.000348,0.000348
0.183000,5.000000,1.527743,2.500000,3.472257,2.500000,2.500000,1.527743,0.000347,-0.000347,-0.000347,0.000347
0.184000,5.000000,1.534673,2.500000,3.465327,2.500000,2.500000,1.534673,0.000347,-0.000347,-0.000347,0.000347
0.185000,5.000000,1.541590,2.500000,3.458410,2.500000,2.500000,1.541590,0.000346,-0.000346,-0.000346,0.000346
0.186000,5.000000,1.548493,2.500000,3.451507,2.500000,2.500000,1.548493,0.000345,-0.000345,-0.000345,0.000345
0.187000,5.000000,1.555382,2.500000,3.444618,2.500000,2.500000,1.555382,0.000344,-0.000344,-0.000344,0.000344
0.188000,5.000000,1.562258,2.500000,3.437742,2.500000,2.500000,1.562258,0.000344,-0.000344,-0.000344,0.000344
0.189000,5.000000,1.569120,2.500000,3.430880,2.500000,2.500000,1.569120,0.000343,-0.000343,-0.000343,0.000343
0.190000,5.000000,1.575968,2.500000,3.424032,2.500000,2.500000,1.575968,0.000342,-0.000342,-0.000342,0.000342
0.191000,5.000000,1.582802,2.500000,3.417198,2.500000,2.500000,1.582802,0.000342,-0.000342,-0.000342,0.000342
0.192000,5.000000,1.589623,2.500000,3.410377,2.500000,2.500000,1.589623,0.000341,-0.000341,-0.000341,0.000341
0.193000,5.000000,1.596430,2.500000,3.403570,2.500000,2.500000,1.596430,0.000340,-0.000340,-0.000340,0.000340
0.194000,5.000000,1.603224,2.500000,3.396776,2.500000,2.500000,1.603224,0.000340,-0.000340,-0.000340,0.000340
0.195000,5.000000,1.610004,2.500000,3.389996,2.500000,2.500000,1.610004,0.000339,-0.000339,-0.000339,0.000339
0.196000,5.000000,1.616770,2.500000,3.383230,2.500000,2.500000,1.616770,0.000338,-0.000338,-0.000338,0.000338
0.197000,5.000000,1.623523,2.500000,3.376477,2.500000,2.500000,1.623523,0.000338,-0.000338,-0.000338,0.000338
0.198000,5.000000,1.630262,2.500000,3.369738,2.500000,2.500000,1.630262,0.000337,-0.000337,-0.000337,0.000337
0.199000,5.000000,1.636988,2.500000,3.363012,2.500000,2.500000,1.636988,0.000336,-0.000336,-0.000336,0.000336
0.200000,5.000000,1.643701,2.500000,3.356299,2.500000,2.500000,1.643701,0.000336,-0.000336,-0.000336,0.000336
0.201000,5.000000,1.650400,2.500000,3.349600,2.500000,2.500000,1.650400,0.000335,-0.000335,-0.000335,0.000335
0.202000,5.000000,1.657086,2.500000,3.342914,2.500000,2.500000,1.657086,0.000334,-0.000334,-0.000334,0.000334
0.203000,5.000000,1.663759,2.500000,3.336241,2.500000,2.500000,1.663759,0.000334,-0.000334,-0.000334,0.000334
0.204000,5.000000,1.670418,2.500000,3.329582,2.500000,2.500000,1.670418,0.000333,-0.000333,-0.000333,0.000333
0.205000,5.000000,1.677064,2.500000,3.322936,2.500000,2.500000,1.677064,0.000332,-0.000332,-0.000332,0.000332
0.206000,5.000000,1.683696,2.500000,3.316304,2.500000,2.500000,1.683696,0.000332,-0.000332,-0.000332,0.000332
0.207000,5.000000,1.690316,2.500000,3.309684,2.500000,2.500000,1.690316,0.000331,-0.000331,-0.000331,0.000331
0.208000,5.000000,1.696922,2.500000,3.303078,2.500000,2.500000,1.696922,0.000330,-0.000330,-0.000330,0.000330
0.209000,5.000000,1.703515,2.500000,3.296485,2.500000,2.500000,1.703515,0.000330,-0.000330,-0.000330,0.000330
0.210000,5.000000,1.710094,2.500000,3.289906,2.500000,2.500000,1.710094,0.000329,-0.000329,-0.000329,0.000329
0.211000,5.000000,1.716661,2.500000,3.283339,2.500000,2.500000,1.716661,0.000328,-0.000328,-0.000328,0.000328
0.212000,5.000000,1.723215,2.500000,3.276785,2.500000,2.500000,1.723215,0.000328,-0.000328,-0.000328,0.000328
0.213000,5.000000,1.729755,2.500000,3.270245,2.500000,2.500000,1.729755,0.000327,-0.000327,-0.000327,0.000327
0.214000,5.000000,1.736283,2.500000,3.263717,2.500000,2.500000,1.736283,0.000326,-0.000326,-0.000326,0.000326
0.215000,5.000000,1.742797,2.500000,3.257203,2.500000,2.500000,1.742797,0.000326,-0.000326,-0.000326,0.000326
0.216000,5.000000,1.749298,2.500000,3.250702,2.500000,2.500000,1.749298,0.000325,-0.000325,-0.000325,0.000325
0.217000,5.000000,1.755787,2.500000,3.244213,2.500000,2.500000,1.755787,0.000324,-0.000324,-0.000324,0.000324
0.218000,5.000000,1.762262,2.500000,3.237738,2.500000,2.500000,1.762262,0.000324,-0.000324,-0.000324,0.000324
0.219000,5.000000,1.768725,2.500000,3.231275,2.500000,2.500000,1.768725,0.000323,-0.000323,-0.000323,0.000323
0.220000,5.000000,1.775175,2.500000,3.224825,2.500000,2.500000,1.775175,0.000322,-0.000322,-0.000322,0.000322
0.221000,5.000000,1.781611,2.500000,3.218389,2.500000,2.500000,1.781611,0.000322,-0.000322,-0.000322,0.000322
0.222000,5.000000,1.788035,2.500000,3.211965,2.500000,2.500000,1.788035,0.000321,-0.000321,-0.000321,0.000321
0.223000,5.000000,1.794446,2.500000,3.205554,2.500000,2.500000,1.794446,0.000321,-0.000321,-0.000321,0.000321
