-0.000590,-0.000590,-0.000071,-0.000071,-0.000590,-0.000000,0.000000,0.078624,-0.078624,-0.078624,-0.078624,0.921376,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.078624,0.078624,0.078624,0.078624,-0.921376,0.000590,0.000590,0.000590,0.000000
-0.000590,-0.000590,-0.000071,-0.000071,-0.000590,0.000000,-0.000000,-0.921376,-0.078624,-0.078624,-0.078624,0.921376,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.921376,0.078624,0.078624,0.078624,-0.921376,0.000590,0.000590,0.000590,-0.000000
-0.000071,-0.000071,-0.000800,-0.000800,-0.000071,-0.000000,0.000000,-0.110565,0.110565,-0.889435,-0.889435,0.110565,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.110565,-0.110565,0.889435,0.889435,-0.110565,0.000071,0.000071,0.000071,0.000000
-0.000071,-0.000071,-0.000800,-0.000800,-0.000071,0.000000,-0.000000,-0.110565,0.110565,0.110565,-0.889435,0.110565,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.110565,-0.110565,-0.110565,0.889435,-0.110565,0.000071,0.000071,0.000071,-0.000000
-0.000590,-0.000590,-0.000071,-0.000071,-0.000590,-0.000000,0.000000,0.078624,-0.078624,-0.078624,-0.078624,0.921376,0.000000,-0.000000,0.000000,-1.000000,0.000000,-0.000000,-0.078624,0.078624,0.078624,0.078624,-0.921376,0.000590,0.000590,0.000590,1.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
-0.000519,-0.000519,0.000730,0.000730,-0.000519,-0.000000,0.000000,-0.810811,0.810811,0.810811,0.810811,0.810811,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.810811,0.189189,-0.810811,-0.810811,-0.810811,0.000519,0.000519,0.000519,0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
